0.59323553,0.43336733,0.52997603,0.66543071,0.48060838,0.56233572,0.52542784,0.46950904,0.30953024,0.65935349,0.53967618,0.47455349,0.56507205
0.43371776,0.47185360,0.53797100,0.61904160,0.49857181,0.39315652,0.49252054,0.31825181,0.53164247,0.44369227,0.46644561,0.39155404,0.33736788
0.48887870,0.49871132,0.50592175,0.42510324,0.59097740,0.52126187,0.62255464,0.25394320,0.48227825,0.58774845,0.24695950,0.48710196,0.54934782
0.46217058,0.66803701,0.34882365,0.56790526,0.27210585,0.49508274,0.56445755,0.55072140,0.45376409,0.63442392,0.47003687,0.49648938,0.50348246
0.75426552,0.45420422,0.54151170,0.45209007,0.50482935,0.60458652,0.35128126,0.49825650,0.43866312,0.57335159,0.63766074,0.49707179,0.50447817
0.50575982,0.62081101,0.62890590,0.40794894,0.49311867,0.58600457,0.50834172,0.44892686,0.45829019,0.33792469,0.54290201,0.56085615,0.61021070
0.49376185,0.36933560,0.35926465,0.44549545,0.56665302,0.40396809,0.53454785,0.31918425,0.44094039,0.45400726,0.48050126,0.41499718,0.50971878
0.49364740,0.44042136,0.64453392,0.46071260,0.56408223,0.45489301,0.36433631,0.46251912,0.40475151,0.40049822,0.32991965,0.56579816,0.47355328
0.72680394,0.27978283,0.50781933,0.46883489,0.46497871,0.53201802,0.49359556,0.53984237,0.50247624,0.58469214,0.51577183,0.65146260,0.41862705
0.49968332,0.56704095,0.53883835,0.48205173,0.81611250,0.52115077,0.64448645,0.49687198,0.44712819,0.50928941,0.71257026,0.42268576,0.46502664
0.50337683,0.57034692,0.54528066,0.49287133,0.45201382,0.50066401,0.46500567,0.37981977,0.27634386,0.37266688,0.60032579,0.59406124,0.57659370
0.74655572,0.51951530,0.62025740,0.51643749,0.46927469,0.48445646,0.36436125,0.47902081,0.33525901,0.60929209,0.47769267,0.44315912,0.49187778
0.45242148,0.41619722,0.48520206,0.47959981,0.48996644,0.61868281,0.46634841,0.57059824,0.51935201,0.57094776,0.56568842,0.14143528,0.49545582
0.49524661,0.49236078,0.56803523,0.48647946,0.55671445,0.43406994,0.73541758,0.79514330,0.47327020,0.49236845,0.53328075,0.61562680,0.43877312
0.49654119,0.43172102,0.77153269,0.40093655,0.45245768,0.40625155,0.59503133,0.50526024,0.43093016,0.51190178,0.60051435,0.48829370,0.52819982
0.35606578,0.36528576,0.44025754,0.49772927,0.49985630,0.55954693,0.61209751,0.46494375,0.53075502,0.59065602,0.51984964,0.43741518,0.55803603
0.48191505,0.49348745,0.48915352,0.86123179,0.46957515,0.59390408,0.67453448,0.51713984,0.46033432,0.32407108,0.51076272,0.52681398,0.52551527
0.52863788,0.57183273,0.48882196,0.28140077,0.50584877,0.31607263,0.41071555,0.62980275,0.49397279,0.57893774,0.50633962,0.40682488,0.53318266
0.48147797,0.48668842,0.39728821,0.56767603,0.46806274,0.41029321,0.39522387,0.44348570,0.53018587,0.48610994,0.34641646,0.26610415,0.53188975
0.53805495,0.21293423,0.47714239,0.67945461,0.48918028,0.54080231,0.58004918,0.55977935,0.42118001,0.50902113,0.37011487,0.50256230,0.55560678
0.42714602,0.46165916,0.64536347,0.44905910,0.40381102,0.42309628,0.48895669,0.55231416,0.25316821,0.66019218,0.51009443,0.48886898,0.49454798
0.46781799,0.52935422,0.55490105,0.46169435,0.76952938,0.44889915,0.50323756,0.35573279,0.50323231,0.40732297,0.47861072,0.52577190,0.69761206
0.74548909,0.51262235,0.49959724,0.57969805,0.46430610,0.52166873,0.55835215,0.49247085,0.40296680,0.47763218,0.43632180,0.56986979,0.60440527
0.60907871,0.57115008,0.83782759,0.43377033,0.62182253,0.51188027,0.60840476,0.46595847,0.55071524,0.49781453,0.48036348,0.50965650,0.54211654
0.33766069,0.20089201,0.54282567,0.48060130,0.57300010,0.48814257,0.44607445,0.50581679,0.55928851,0.55180691,0.45829212,0.45918528,0.53172342
0.53444562,0.49602519,0.44109360,0.51926519,0.32437133,0.47159389,0.19688080,0.45232240,0.49269957,0.31506826,0.52288090,0.49156480,0.45360359
0.36735245,0.31110153,0.74923306,0.51213710,0.54562976,0.58672838,0.48212162,0.41564076,0.50101956,0.46048377,0.45663228,0.50434266,0.54744013
0.44425530,0.43284143,0.39512261,0.50765049,0.38911161,0.47894531,0.75278552,0.36705447,0.52047551,0.50466475,0.50431727,0.55880335,0.54233780
0.55041103,0.58926803,0.47506689,0.42860361,0.44897125,0.39689581,0.57657908,0.70107817,0.43852406,0.53590992,0.37507671,0.45000767,0.54651557
0.34395010,0.71516575,0.57345182,0.50923541,0.50189596,0.54260344,0.48049490,0.53586850,0.43766806,0.53249412,0.53533754,0.74134127,0.56803284
0.64667760,0.37370070,0.50067660,0.43404855,0.58063648,0.36376783,0.39148110,0.47839956,0.55383346,0.52456273,0.60466081,0.51971495,0.59855358
0.57364217,0.55432991,0.38048857,0.44385921,0.51177270,0.53627665,0.54508875,0.66785357,0.52145853,0.34082446,0.46504463,0.57840847,0.54546935
0.63343732,0.50888248,0.46336247,0.55464054,0.44540325,0.55071224,0.45410978,0.58794141,0.72332887,0.42324275,0.57734321,0.47202173,0.57732037
0.31937151,0.35539157,0.55200966,0.46391400,0.64107210,0.41152052,0.46333519,0.49189307,0.46281350,0.55293980,0.46229040,0.51738952,0.50592582
0.50715014,0.60152959,0.51870304,0.47038555,0.50853246,0.80514860,0.61447495,0.50921112,0.48653064,0.51587676,0.58196345,0.38919000,0.52291974
0.48413587,0.49102847,0.50924545,0.79145074,0.44877645,0.47852757,0.49832009,0.55927822,0.34331805,0.54578405,0.56279269,0.46522068,0.45880163
0.41910457,0.73614900,0.50668062,0.40941462,0.34046199,0.48076256,0.49056346,0.48443160,0.33922013,0.53408003,0.45218710,0.48742366,0.41128173
0.40737192,0.55015007,0.40450960,0.59719924,0.47749424,0.54511899,0.46481245,0.29187733,0.53578521,0.39984876,0.46553211,0.61190128,0.50883173
0.39975504,0.49811696,0.66154223,0.52771053,0.47068081,0.58228211,0.58428408,0.42281579,0.43707824,0.34578638,0.59969272,0.49468876,0.49367128
0.68716528,0.54062938,0.51743967,0.52697126,0.35573077,0.32374444,0.40791356,0.43699748,0.49672522,0.40495219,0.49395289,0.41770556,0.56336269
0.58509041,0.40679490,0.34135049,0.51798850,0.56254540,0.44544563,0.47870819,0.69566060,0.61552047,0.56597856,0.55134777,0.47520632,0.55046560
0.65229194,0.63307710,0.59088213,0.53552599,0.51250940,0.47578964,0.56016152,0.50255593,0.70122311,0.44324876,0.51076097,0.47153299,0.40092100
0.54440542,0.42832351,0.47069583,0.44988631,0.50935366,0.48111504,0.41193224,0.38510786,0.65635511,0.48785953,0.46268533,0.60753863,0.53449283
0.51665152,0.53204717,0.39653915,0.54564999,0.39622881,0.48171400,0.49424111,0.52215040,0.43311788,0.49829091,0.79215860,0.33326521,0.42236640
0.54305181,0.65129953,0.46328683,0.50597299,0.58841500,0.40525958,0.49296926,0.51768210,0.56134771,0.49060383,0.60563169,0.37884104,0.75243655
0.27310580,0.69904977,0.38000277,0.46110634,0.50170801,0.52716876,0.49923006,0.35905366,0.43039069,0.54412735,0.43223496,0.46774083,0.51977630
0.51910617,0.39892236,0.30392482,0.49868099,0.51356185,0.51609420,0.46977557,0.53042140,0.54072278,0.41465002,0.32425158,0.49196604,0.56473133
0.49851008,0.52460501,0.56549250,0.45261578,0.57276011,0.50009363,0.52727991,0.32760392,0.53458596,0.08359685,0.54514132,0.45313960,0.47703986
0.54689158,0.49135560,0.61303317,0.48721494,0.50268779,0.48476958,0.37075623,0.60239748,0.48783006,0.47144738,0.46585509,0.48433432,0.83946539
0.52247475,0.58968431,0.45764434,0.56819278,0.54110162,0.53315425,0.63119828,0.50249556,0.62113717,0.48294107,0.56351882,0.79219666,0.55419873
0.55235241,0.43445383,0.48507494,0.34770941,0.45809386,0.26459928,0.62257328,0.61559870,0.49502404,0.52004742,0.54759218,0.50995897,0.61039918
0.50263988,0.52767692,0.41891708,0.32369664,0.59166027,0.40897492,0.56252783,0.48037805,0.69054259,0.51409919,0.45908406,0.38287993,0.50955674
0.59518379,0.55966130,0.53407514,0.35188980,0.48146070,0.36373385,0.59288159,0.53224276,0.65723662,0.53427119,0.55375137,0.52480403,0.46074954
0.52649805,0.38547729,0.47945426,0.51264275,0.46713809,0.47328616,0.33564483,0.45282747,0.60355683,0.47168415,0.61925118,0.57912650,0.62051191
0.43732723,0.68078091,0.18170513,0.47443310,0.43879081,0.42291162,0.47459665,0.45525492,0.48719620,0.47969966,0.46096019,0.39605437,0.50230506
0.44898113,0.29717914,0.47502582,0.33604350,0.51741380,0.51363937,0.42964469,0.59490080,0.50290965,0.43725286,0.62120599,0.55909702,0.41055946
0.49332795,0.74077222,0.47477294,0.49827508,0.40661677,0.45058543,0.48075523,0.45694597,0.49760582,0.31907538,0.56557813,0.41666371,0.51149206
0.30116892,0.44198865,0.52649543,0.50691585,0.62129422,0.58198504,0.51585096,0.47440543,0.63526480,0.53509056,0.48331588,0.37190528,0.50539494
0.47023339,0.43078165,0.48990561,0.48197110,0.33969227,0.56433739,0.47149112,0.36129985,0.50225251,0.53465013,0.65182089,0.57931923,0.48600271
0.51570857,0.51547348,0.52350319,0.60350671,0.41391664,0.63130172,0.36620584,0.39928172,0.60382048,0.50797481,0.56181070,0.36144034,0.50767980
0.48350288,0.53499840,0.39199429,0.49263551,0.50602567,0.50657797,0.59385484,0.78109024,0.31672167,0.56213826,0.44077156,0.45445381,0.50156519
0.61527954,0.42715477,0.46637181,0.52372873,0.39068928,0.65611811,0.61400988,0.49710633,0.41364072,0.57599016,0.54514072,0.58556475,0.50255868
0.52429942,0.64099989,0.40011911,0.62065106,0.57737664,0.46802275,0.64110927,0.61464266,0.49425517,0.51508488,0.56842976,0.65137663,0.50580076
0.21568673,0.49488732,0.62352481,0.41953074,0.48997926,0.53896117,0.51645571,0.61866408,0.48764922,0.51236720,0.67483892,0.50166152,0.53388873
0.48651493,0.53418277,0.60532599,0.56614204,0.57654465,0.53053807,0.44301583,0.46744789,0.15534949,0.49224241,0.44421167,0.62967736,0.47564302
0.54216823,0.75690792,0.49706698,0.50375567,0.39881447,0.69341186,0.54064396,0.66859844,0.51492595,0.47363690,0.47252626,0.47866818,0.53875882
0.48030105,0.56221774,0.62307254,0.51209326,0.63902115,0.54483368,0.68082562,0.51465869,0.48822189,0.34592368,0.47864493,0.68113059,0.50895079
